C:\Users\asesham\Documents\IMG\center_2017_01_12_10_52_32_305.jpg, C:\Users\asesham\Documents\IMG\left_2017_01_12_10_52_32_305.jpg, C:\Users\asesham\Documents\IMG\right_2017_01_12_10_52_32_305.jpg, 0, 0, 0, 7.901547E-05
C:\Users\asesham\Documents\IMG\center_2017_01_12_10_52_32_408.jpg, C:\Users\asesham\Documents\IMG\left_2017_01_12_10_52_32_408.jpg, C:\Users\asesham\Documents\IMG\right_2017_01_12_10_52_32_408.jpg, 0, 0, 0, 7.988701E-05
C:\Users\asesham\Documents\IMG\center_2017_01_12_10_52_32_510.jpg, C:\Users\asesham\Documents\IMG\left_2017_01_12_10_52_32_510.jpg, C:\Users\asesham\Documents\IMG\right_2017_01_12_10_52_32_510.jpg, 0, 0, 0, 7.807022E-05
C:\Users\asesham\Documents\IMG\center_2017_01_12_10_52_32_610.jpg, C:\Users\asesham\Documents\IMG\left_2017_01_12_10_52_32_610.jpg, C:\Users\asesham\Documents\IMG\right_2017_01_12_10_52_32_610.jpg, 0, 0, 0, 7.798531E-05
C:\Users\asesham\Documents\IMG\center_2017_01_12_10_52_32_713.jpg, C:\Users\asesham\Documents\IMG\left_2017_01_12_10_52_32_713.jpg, C:\Users\asesham\Documents\IMG\right_2017_01_12_10_52_32_713.jpg, 0, 0, 0, 7.952472E-05
C:\Users\asesham\Documents\IMG\center_2017_01_12_10_52_32_820.jpg, C:\Users\asesham\Documents\IMG\left_2017_01_12_10_52_32_820.jpg, C:\Users\asesham\Documents\IMG\right_2017_01_12_10_52_32_820.jpg, 0, 0, 0, 7.827506E-05
C:\Users\asesham\Documents\IMG\center_2017_01_12_10_52_32_925.jpg, C:\Users\asesham\Documents\IMG\left_2017_01_12_10_52_32_925.jpg, C:\Users\asesham\Documents\IMG\right_2017_01_12_10_52_32_925.jpg, 0, 0, 0, 7.771242E-05
C:\Users\asesham\Documents\IMG\center_2017_01_12_10_52_33_027.jpg, C:\Users\asesham\Documents\IMG\left_2017_01_12_10_52_33_027.jpg, C:\Users\asesham\Documents\IMG\right_2017_01_12_10_52_33_027.jpg, 0, 0, 0, 8.000462E-05
C:\Users\asesham\Documents\IMG\center_2017_01_12_10_52_33_131.jpg, C:\Users\asesham\Documents\IMG\left_2017_01_12_10_52_33_131.jpg, C:\Users\asesham\Documents\IMG\right_2017_01_12_10_52_33_131.jpg, 0, 0, 0, 7.803534E-05
C:\Users\asesham\Documents\IMG\center_2017_01_12_10_52_33_234.jpg, C:\Users\asesham\Documents\IMG\left_2017_01_12_10_52_33_234.jpg, C:\Users\asesham\Documents\IMG\right_2017_01_12_10_52_33_234.jpg, 0, 0.1288364, 0, 0.03808687
C:\Users\asesham\Documents\IMG\center_2017_01_12_10_52_33_339.jpg, C:\Users\asesham\Documents\IMG\left_2017_01_12_10_52_33_339.jpg, C:\Users\asesham\Documents\IMG\right_2017_01_12_10_52_33_339.jpg, 0, 0.425415, 0, 0.3996384
C:\Users\asesham\Documents\IMG\center_2017_01_12_10_52_33_444.jpg, C:\Users\asesham\Documents\IMG\left_2017_01_12_10_52_33_444.jpg, C:\Users\asesham\Documents\IMG\right_2017_01_12_10_52_33_444.jpg, 0, 0.7263274, 0, 1.154087
C:\Users\asesham\Documents\IMG\center_2017_01_12_10_52_33_550.jpg, C:\Users\asesham\Documents\IMG\left_2017_01_12_10_52_33_550.jpg, C:\Users\asesham\Documents\IMG\right_2017_01_12_10_52_33_550.jpg, 0, 1, 0, 2.479627
C:\Users\asesham\Documents\IMG\center_2017_01_12_10_52_33_654.jpg, C:\Users\asesham\Documents\IMG\left_2017_01_12_10_52_33_654.jpg, C:\Users\asesham\Documents\IMG\right_2017_01_12_10_52_33_654.jpg, 0, 1, 0, 3.656888
C:\Users\asesham\Documents\IMG\center_2017_01_12_10_52_33_758.jpg, C:\Users\asesham\Documents\IMG\left_2017_01_12_10_52_33_758.jpg, C:\Users\asesham\Documents\IMG\right_2017_01_12_10_52_33_758.jpg, 0, 1, 0, 4.827759
C:\Users\asesham\Documents\IMG\center_2017_01_12_10_52_33_861.jpg, C:\Users\asesham\Documents\IMG\left_2017_01_12_10_52_33_861.jpg, C:\Users\asesham\Documents\IMG\right_2017_01_12_10_52_33_861.jpg, 0, 1, 0, 5.985447
C:\Users\asesham\Documents\IMG\center_2017_01_12_10_52_33_975.jpg, C:\Users\asesham\Documents\IMG\left_2017_01_12_10_52_33_975.jpg, C:\Users\asesham\Documents\IMG\right_2017_01_12_10_52_33_975.jpg, 0, 1, 0, 7.359917
C:\Users\asesham\Documents\IMG\center_2017_01_12_10_52_34_084.jpg, C:\Users\asesham\Documents\IMG\left_2017_01_12_10_52_34_084.jpg, C:\Users\asesham\Documents\IMG\right_2017_01_12_10_52_34_084.jpg, -0.2923859, 1, 0, 8.450663
C:\Users\asesham\Documents\IMG\center_2017_01_12_10_52_34_237.jpg, C:\Users\asesham\Documents\IMG\left_2017_01_12_10_52_34_237.jpg, C:\Users\asesham\Documents\IMG\right_2017_01_12_10_52_34_237.jpg, 0, 1, 0, 10.22898
C:\Users\asesham\Documents\IMG\center_2017_01_12_10_52_34_344.jpg, C:\Users\asesham\Documents\IMG\left_2017_01_12_10_52_34_344.jpg, C:\Users\asesham\Documents\IMG\right_2017_01_12_10_52_34_344.jpg, 0, 1, 0, 11.33395
C:\Users\asesham\Documents\IMG\center_2017_01_12_10_52_34_454.jpg, C:\Users\asesham\Documents\IMG\left_2017_01_12_10_52_34_454.jpg, C:\Users\asesham\Documents\IMG\right_2017_01_12_10_52_34_454.jpg, 0, 1, 0, 12.62828
C:\Users\asesham\Documents\IMG\center_2017_01_12_10_52_34_562.jpg, C:\Users\asesham\Documents\IMG\left_2017_01_12_10_52_34_562.jpg, C:\Users\asesham\Documents\IMG\right_2017_01_12_10_52_34_562.jpg, 0, 1, 0, 13.80008
C:\Users\asesham\Documents\IMG\center_2017_01_12_10_52_34_670.jpg, C:\Users\asesham\Documents\IMG\left_2017_01_12_10_52_34_670.jpg, C:\Users\asesham\Documents\IMG\right_2017_01_12_10_52_34_670.jpg, -0.3224944, 1, 0, 15.08068
C:\Users\asesham\Documents\IMG\center_2017_01_12_10_52_34_783.jpg, C:\Users\asesham\Documents\IMG\left_2017_01_12_10_52_34_783.jpg, C:\Users\asesham\Documents\IMG\right_2017_01_12_10_52_34_783.jpg, 0, 1, 0, 15.86454
C:\Users\asesham\Documents\IMG\center_2017_01_12_10_52_34_885.jpg, C:\Users\asesham\Documents\IMG\left_2017_01_12_10_52_34_885.jpg, C:\Users\asesham\Documents\IMG\right_2017_01_12_10_52_34_885.jpg, 0, 1, 0, 17.14627
C:\Users\asesham\Documents\IMG\center_2017_01_12_10_52_34_996.jpg, C:\Users\asesham\Documents\IMG\left_2017_01_12_10_52_34_996.jpg, C:\Users\asesham\Documents\IMG\right_2017_01_12_10_52_34_996.jpg, 0, 1, 0, 18.36826
C:\Users\asesham\Documents\IMG\center_2017_01_12_10_52_35_127.jpg, C:\Users\asesham\Documents\IMG\left_2017_01_12_10_52_35_127.jpg, C:\Users\asesham\Documents\IMG\right_2017_01_12_10_52_35_127.jpg, 0, 1, 0, 19.57547
C:\Users\asesham\Documents\IMG\center_2017_01_12_10_52_35_302.jpg, C:\Users\asesham\Documents\IMG\left_2017_01_12_10_52_35_302.jpg, C:\Users\asesham\Documents\IMG\right_2017_01_12_10_52_35_302.jpg, -0.5334532, 1, 0, 20.96407
C:\Users\asesham\Documents\IMG\center_2017_01_12_10_52_35_404.jpg, C:\Users\asesham\Documents\IMG\left_2017_01_12_10_52_35_404.jpg, C:\Users\asesham\Documents\IMG\right_2017_01_12_10_52_35_404.jpg, -0.2636513, 1, 0, 21.98734
C:\Users\asesham\Documents\IMG\center_2017_01_12_10_52_35_506.jpg, C:\Users\asesham\Documents\IMG\left_2017_01_12_10_52_35_506.jpg, C:\Users\asesham\Documents\IMG\right_2017_01_12_10_52_35_506.jpg, 0, 1, 0, 23.15364
C:\Users\asesham\Documents\IMG\center_2017_01_12_10_52_35_616.jpg, C:\Users\asesham\Documents\IMG\left_2017_01_12_10_52_35_616.jpg, C:\Users\asesham\Documents\IMG\right_2017_01_12_10_52_35_616.jpg, 0, 1, 0, 24.11916
C:\Users\asesham\Documents\IMG\center_2017_01_12_10_52_35_719.jpg, C:\Users\asesham\Documents\IMG\left_2017_01_12_10_52_35_719.jpg, C:\Users\asesham\Documents\IMG\right_2017_01_12_10_52_35_719.jpg, 0, 1, 0, 25.0827
C:\Users\asesham\Documents\IMG\center_2017_01_12_10_52_35_829.jpg, C:\Users\asesham\Documents\IMG\left_2017_01_12_10_52_35_829.jpg, C:\Users\asesham\Documents\IMG\right_2017_01_12_10_52_35_829.jpg, 0, 1, 0, 26.22789
C:\Users\asesham\Documents\IMG\center_2017_01_12_10_52_35_938.jpg, C:\Users\asesham\Documents\IMG\left_2017_01_12_10_52_35_938.jpg, C:\Users\asesham\Documents\IMG\right_2017_01_12_10_52_35_938.jpg, 0, 1, 0, 27.1673
C:\Users\asesham\Documents\IMG\center_2017_01_12_10_52_36_043.jpg, C:\Users\asesham\Documents\IMG\left_2017_01_12_10_52_36_043.jpg, C:\Users\asesham\Documents\IMG\right_2017_01_12_10_52_36_043.jpg, -0.2785004, 1, 0, 28.01178
C:\Users\asesham\Documents\IMG\center_2017_01_12_10_52_36_144.jpg, C:\Users\asesham\Documents\IMG\left_2017_01_12_10_52_36_144.jpg, C:\Users\asesham\Documents\IMG\right_2017_01_12_10_52_36_144.jpg, -0.5824124, 1, 0, 28.6638
C:\Users\asesham\Documents\IMG\center_2017_01_12_10_52_36_253.jpg, C:\Users\asesham\Documents\IMG\left_2017_01_12_10_52_36_253.jpg, C:\Users\asesham\Documents\IMG\right_2017_01_12_10_52_36_253.jpg, -0.298004, 1, 0, 29.76217
C:\Users\asesham\Documents\IMG\center_2017_01_12_10_52_36_356.jpg, C:\Users\asesham\Documents\IMG\left_2017_01_12_10_52_36_356.jpg, C:\Users\asesham\Documents\IMG\right_2017_01_12_10_52_36_356.jpg, 0, 1, 0, 30.18683
C:\Users\asesham\Documents\IMG\center_2017_01_12_10_52_36_465.jpg, C:\Users\asesham\Documents\IMG\left_2017_01_12_10_52_36_465.jpg, C:\Users\asesham\Documents\IMG\right_2017_01_12_10_52_36_465.jpg, -0.3342143, 1, 0, 30.17782
C:\Users\asesham\Documents\IMG\center_2017_01_12_10_52_36_571.jpg, C:\Users\asesham\Documents\IMG\left_2017_01_12_10_52_36_571.jpg, C:\Users\asesham\Documents\IMG\right_2017_01_12_10_52_36_571.jpg, -0.01871456, 1, 0, 30.18991
C:\Users\asesham\Documents\IMG\center_2017_01_12_10_52_36_677.jpg, C:\Users\asesham\Documents\IMG\left_2017_01_12_10_52_36_677.jpg, C:\Users\asesham\Documents\IMG\right_2017_01_12_10_52_36_677.jpg, 0, 1, 0, 30.19002
C:\Users\asesham\Documents\IMG\center_2017_01_12_10_52_36_777.jpg, C:\Users\asesham\Documents\IMG\left_2017_01_12_10_52_36_777.jpg, C:\Users\asesham\Documents\IMG\right_2017_01_12_10_52_36_777.jpg, 0, 1, 0, 30.19025
C:\Users\asesham\Documents\IMG\center_2017_01_12_10_52_36_881.jpg, C:\Users\asesham\Documents\IMG\left_2017_01_12_10_52_36_881.jpg, C:\Users\asesham\Documents\IMG\right_2017_01_12_10_52_36_881.jpg, 0, 1, 0, 30.19026
C:\Users\asesham\Documents\IMG\center_2017_01_12_10_52_36_985.jpg, C:\Users\asesham\Documents\IMG\left_2017_01_12_10_52_36_985.jpg, C:\Users\asesham\Documents\IMG\right_2017_01_12_10_52_36_985.jpg, 0, 1, 0, 30.19025
C:\Users\asesham\Documents\IMG\center_2017_01_12_10_52_37_090.jpg, C:\Users\asesham\Documents\IMG\left_2017_01_12_10_52_37_090.jpg, C:\Users\asesham\Documents\IMG\right_2017_01_12_10_52_37_090.jpg, -0.02602746, 1, 0, 30.18825
C:\Users\asesham\Documents\IMG\center_2017_01_12_10_52_37_192.jpg, C:\Users\asesham\Documents\IMG\left_2017_01_12_10_52_37_192.jpg, C:\Users\asesham\Documents\IMG\right_2017_01_12_10_52_37_192.jpg, -0.3349276, 1, 0, 30.16465
C:\Users\asesham\Documents\IMG\center_2017_01_12_10_52_37_300.jpg, C:\Users\asesham\Documents\IMG\left_2017_01_12_10_52_37_300.jpg, C:\Users\asesham\Documents\IMG\right_2017_01_12_10_52_37_300.jpg, -0.03966019, 1, 0, 30.18822
C:\Users\asesham\Documents\IMG\center_2017_01_12_10_52_37_403.jpg, C:\Users\asesham\Documents\IMG\left_2017_01_12_10_52_37_403.jpg, C:\Users\asesham\Documents\IMG\right_2017_01_12_10_52_37_403.jpg, 0, 1, 0, 30.189
C:\Users\asesham\Documents\IMG\center_2017_01_12_10_52_37_509.jpg, C:\Users\asesham\Documents\IMG\left_2017_01_12_10_52_37_509.jpg, C:\Users\asesham\Documents\IMG\right_2017_01_12_10_52_37_509.jpg, -0.3148737, 1, 0, 30.17265
C:\Users\asesham\Documents\IMG\center_2017_01_12_10_52_37_614.jpg, C:\Users\asesham\Documents\IMG\left_2017_01_12_10_52_37_614.jpg, C:\Users\asesham\Documents\IMG\right_2017_01_12_10_52_37_614.jpg, -0.0006966759, 1, 0, 30.18883
C:\Users\asesham\Documents\IMG\center_2017_01_12_10_52_37_720.jpg, C:\Users\asesham\Documents\IMG\left_2017_01_12_10_52_37_720.jpg, C:\Users\asesham\Documents\IMG\right_2017_01_12_10_52_37_720.jpg, 0, 1, 0, 30.18988
C:\Users\asesham\Documents\IMG\center_2017_01_12_10_52_37_825.jpg, C:\Users\asesham\Documents\IMG\left_2017_01_12_10_52_37_825.jpg, C:\Users\asesham\Documents\IMG\right_2017_01_12_10_52_37_825.jpg, -0.2566643, 1, 0, 30.18414
C:\Users\asesham\Documents\IMG\center_2017_01_12_10_52_37_943.jpg, C:\Users\asesham\Documents\IMG\left_2017_01_12_10_52_37_943.jpg, C:\Users\asesham\Documents\IMG\right_2017_01_12_10_52_37_943.jpg, 0, 1, 0, 30.18916
C:\Users\asesham\Documents\IMG\center_2017_01_12_10_52_38_053.jpg, C:\Users\asesham\Documents\IMG\left_2017_01_12_10_52_38_053.jpg, C:\Users\asesham\Documents\IMG\right_2017_01_12_10_52_38_053.jpg, 0, 1, 0, 30.18658
C:\Users\asesham\Documents\IMG\center_2017_01_12_10_52_38_161.jpg, C:\Users\asesham\Documents\IMG\left_2017_01_12_10_52_38_161.jpg, C:\Users\asesham\Documents\IMG\right_2017_01_12_10_52_38_161.jpg, 0, 1, 0, 30.19665
C:\Users\asesham\Documents\IMG\center_2017_01_12_10_52_38_261.jpg, C:\Users\asesham\Documents\IMG\left_2017_01_12_10_52_38_261.jpg, C:\Users\asesham\Documents\IMG\right_2017_01_12_10_52_38_261.jpg, -0.2620579, 1, 0, 30.18029
C:\Users\asesham\Documents\IMG\center_2017_01_12_10_52_38_364.jpg, C:\Users\asesham\Documents\IMG\left_2017_01_12_10_52_38_364.jpg, C:\Users\asesham\Documents\IMG\right_2017_01_12_10_52_38_364.jpg, -0.03861588, 1, 0, 30.1887
C:\Users\asesham\Documents\IMG\center_2017_01_12_10_52_38_470.jpg, C:\Users\asesham\Documents\IMG\left_2017_01_12_10_52_38_470.jpg, C:\Users\asesham\Documents\IMG\right_2017_01_12_10_52_38_470.jpg, 0, 1, 0, 30.18586
C:\Users\asesham\Documents\IMG\center_2017_01_12_10_52_38_572.jpg, C:\Users\asesham\Documents\IMG\left_2017_01_12_10_52_38_572.jpg, C:\Users\asesham\Documents\IMG\right_2017_01_12_10_52_38_572.jpg, 0, 1, 0, 30.19105
C:\Users\asesham\Documents\IMG\center_2017_01_12_10_52_38_688.jpg, C:\Users\asesham\Documents\IMG\left_2017_01_12_10_52_38_688.jpg, C:\Users\asesham\Documents\IMG\right_2017_01_12_10_52_38_688.jpg, -0.3492712, 1, 0, 30.16085
C:\Users\asesham\Documents\IMG\center_2017_01_12_10_52_38_791.jpg, C:\Users\asesham\Documents\IMG\left_2017_01_12_10_52_38_791.jpg, C:\Users\asesham\Documents\IMG\right_2017_01_12_10_52_38_791.jpg, -0.0396153, 1, 0, 30.18561
C:\Users\asesham\Documents\IMG\center_2017_01_12_10_52_38_894.jpg, C:\Users\asesham\Documents\IMG\left_2017_01_12_10_52_38_894.jpg, C:\Users\asesham\Documents\IMG\right_2017_01_12_10_52_38_894.jpg, 0, 1, 0, 30.1879
C:\Users\asesham\Documents\IMG\center_2017_01_12_10_52_39_012.jpg, C:\Users\asesham\Documents\IMG\left_2017_01_12_10_52_39_012.jpg, C:\Users\asesham\Documents\IMG\right_2017_01_12_10_52_39_012.jpg, 0, 1, 0, 30.18935
C:\Users\asesham\Documents\IMG\center_2017_01_12_10_52_39_158.jpg, C:\Users\asesham\Documents\IMG\left_2017_01_12_10_52_39_158.jpg, C:\Users\asesham\Documents\IMG\right_2017_01_12_10_52_39_158.jpg, -0.426875, 1, 0, 30.14527
C:\Users\asesham\Documents\IMG\center_2017_01_12_10_52_39_260.jpg, C:\Users\asesham\Documents\IMG\left_2017_01_12_10_52_39_260.jpg, C:\Users\asesham\Documents\IMG\right_2017_01_12_10_52_39_260.jpg, -0.6512048, 1, 0, 30.15039
C:\Users\asesham\Documents\IMG\center_2017_01_12_10_52_39_365.jpg, C:\Users\asesham\Documents\IMG\left_2017_01_12_10_52_39_365.jpg, C:\Users\asesham\Documents\IMG\right_2017_01_12_10_52_39_365.jpg, -0.3838034, 1, 0, 30.19905
C:\Users\asesham\Documents\IMG\center_2017_01_12_10_52_39_496.jpg, C:\Users\asesham\Documents\IMG\left_2017_01_12_10_52_39_496.jpg, C:\Users\asesham\Documents\IMG\right_2017_01_12_10_52_39_496.jpg, 0, 1, 0, 30.18978
C:\Users\asesham\Documents\IMG\center_2017_01_12_10_52_39_600.jpg, C:\Users\asesham\Documents\IMG\left_2017_01_12_10_52_39_600.jpg, C:\Users\asesham\Documents\IMG\right_2017_01_12_10_52_39_600.jpg, 0, 1, 0, 30.19689
C:\Users\asesham\Documents\IMG\center_2017_01_12_10_52_39_708.jpg, C:\Users\asesham\Documents\IMG\left_2017_01_12_10_52_39_708.jpg, C:\Users\asesham\Documents\IMG\right_2017_01_12_10_52_39_708.jpg, 0, 1, 0, 30.19076
C:\Users\asesham\Documents\IMG\center_2017_01_12_10_52_39_829.jpg, C:\Users\asesham\Documents\IMG\left_2017_01_12_10_52_39_829.jpg, C:\Users\asesham\Documents\IMG\right_2017_01_12_10_52_39_829.jpg, 0, 1, 0, 30.19076
C:\Users\asesham\Documents\IMG\center_2017_01_12_10_52_39_931.jpg, C:\Users\asesham\Documents\IMG\left_2017_01_12_10_52_39_931.jpg, C:\Users\asesham\Documents\IMG\right_2017_01_12_10_52_39_931.jpg, 0.04511409, 1, 0, 30.18969
C:\Users\asesham\Documents\IMG\center_2017_01_12_10_52_40_044.jpg, C:\Users\asesham\Documents\IMG\left_2017_01_12_10_52_40_044.jpg, C:\Users\asesham\Documents\IMG\right_2017_01_12_10_52_40_044.jpg, 0.3797171, 1, 0, 30.16392
C:\Users\asesham\Documents\IMG\center_2017_01_12_10_52_40_151.jpg, C:\Users\asesham\Documents\IMG\left_2017_01_12_10_52_40_151.jpg, C:\Users\asesham\Documents\IMG\right_2017_01_12_10_52_40_151.jpg, 0.05730227, 1, 0, 30.19007
C:\Users\asesham\Documents\IMG\center_2017_01_12_10_52_40_294.jpg, C:\Users\asesham\Documents\IMG\left_2017_01_12_10_52_40_294.jpg, C:\Users\asesham\Documents\IMG\right_2017_01_12_10_52_40_294.jpg, 0, 1, 0, 30.19005
C:\Users\asesham\Documents\IMG\center_2017_01_12_10_52_40_398.jpg, C:\Users\asesham\Documents\IMG\left_2017_01_12_10_52_40_398.jpg, C:\Users\asesham\Documents\IMG\right_2017_01_12_10_52_40_398.jpg, 0, 1, 0, 30.19029
